session_id,total_clicks,avg_price,total_spent,max_price,min_price,unique_pages,max_page,country,unique_products,unique_categories,product_exploration_ratio,page_progression_ratio,conversion,revenue
11797,2,50.0,100,62,38,2,3,29,2,1,1.0,1.5,0,100
11798,3,31.333333333333332,94,38,28,1,1,29,2,2,0.6666666666666666,1.0,0,94
11799,15,45.53333333333333,683,62,23,4,4,29,13,4,0.8666666666666667,1.0,0,683
11800,3,44.333333333333336,133,67,33,1,1,29,3,2,1.0,1.0,0,133
11801,1,57.0,57,57,57,1,4,29,1,1,1.0,4.0,0,57
11802,6,41.333333333333336,248,62,20,2,3,9,6,3,1.0,1.5,0,248
11803,2,38.0,76,38,38,2,3,29,2,2,1.0,1.5,0,76
11804,3,62.0,186,62,62,3,3,29,3,1,1.0,1.0,0,186
11805,6,53.5,321,82,38,2,2,29,6,2,1.0,1.0,0,321
11806,7,42.857142857142854,300,62,33,3,3,29,7,2,1.0,1.0,0,300
11807,3,37.666666666666664,113,57,28,2,3,29,3,2,1.0,1.5,0,113
11810,27,37.51851851851852,1013,62,23,5,5,29,24,3,0.8888888888888888,1.0,1,1013
11811,1,43.0,43,43,43,1,1,29,1,1,1.0,1.0,0,43
11812,2,33.0,66,33,33,1,1,29,1,1,0.5,1.0,0,66
11813,2,38.0,76,38,38,1,1,29,2,2,1.0,1.0,0,76
11814,6,46.833333333333336,281,52,38,2,2,29,6,3,1.0,1.0,0,281
11815,3,41.333333333333336,124,48,33,2,2,9,3,1,1.0,1.0,0,124
11816,8,61.0,488,72,43,1,1,29,4,1,0.5,1.0,0,488
11817,7,51.0,357,62,33,2,3,29,4,2,0.5714285714285714,1.5,0,357
11818,10,39.3,393,62,20,4,4,29,10,4,1.0,1.0,0,393
11819,5,33.8,169,52,23,3,4,29,5,2,1.0,1.3333333333333333,0,169
11820,1,48.0,48,48,48,1,1,29,1,1,1.0,1.0,0,48
11821,2,45.5,91,48,43,2,2,29,2,2,1.0,1.0,0,91
11822,6,40.333333333333336,242,62,33,2,2,29,5,2,0.8333333333333334,1.0,0,242
11824,8,28.0,224,33,23,4,4,29,8,2,1.0,1.0,0,224
11825,10,39.8,398,62,28,3,3,29,9,4,0.9,1.0,0,398
11826,7,50.0,350,67,20,3,3,29,7,3,1.0,1.0,0,350
11827,5,30.0,150,38,23,3,3,29,5,1,1.0,1.0,0,150
11828,1,48.0,48,48,48,1,1,29,1,1,1.0,1.0,0,48
11829,1,57.0,57,57,57,1,2,29,1,1,1.0,2.0,0,57
11830,2,54.5,109,57,52,2,2,29,2,1,1.0,1.0,0,109
11831,7,42.714285714285715,299,62,28,1,1,29,6,3,0.8571428571428571,1.0,0,299
11832,5,36.0,180,48,28,1,1,29,5,1,1.0,1.0,0,180
11833,2,28.0,56,33,23,1,1,29,2,2,1.0,1.0,0,56
11834,3,31.333333333333332,94,38,23,2,2,29,3,3,1.0,1.0,0,94
11835,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
11836,39,42.69230769230769,1665,62,28,4,4,29,32,4,0.8205128205128205,1.0,0,1665
11837,1,57.0,57,57,57,1,1,29,1,1,1.0,1.0,0,57
11838,5,41.8,209,57,38,2,2,29,5,1,1.0,1.0,0,209
11839,6,42.166666666666664,253,48,33,3,3,29,5,2,0.8333333333333334,1.0,0,253
11840,6,40.333333333333336,242,62,28,3,4,29,6,3,1.0,1.3333333333333333,0,242
11841,1,38.0,38,38,38,1,1,9,1,1,1.0,1.0,0,38
11842,61,44.59016393442623,2720,67,18,4,4,31,55,4,0.9016393442622951,1.0,0,2720
11843,7,46.857142857142854,328,62,33,3,3,29,7,1,1.0,1.0,0,328
11844,32,45.28125,1449,82,20,5,5,29,30,3,0.9375,1.0,1,1449
11845,2,54.5,109,57,52,2,2,29,2,1,1.0,1.0,0,109
11846,6,46.666666666666664,280,62,28,3,3,29,6,1,1.0,1.0,0,280
11847,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
11848,23,46.17391304347826,1062,67,28,5,5,29,23,4,1.0,1.0,1,1062
11849,3,63.666666666666664,191,67,62,2,3,29,3,2,1.0,1.5,0,191
11850,7,44.142857142857146,309,62,23,1,1,29,7,3,1.0,1.0,0,309
11851,4,42.75,171,52,28,3,5,29,4,2,1.0,1.6666666666666667,1,171
11852,1,55.0,55,55,55,1,3,29,1,1,1.0,3.0,0,55
11853,4,47.5,190,62,38,2,2,29,4,1,1.0,1.0,0,190
11854,9,46.55555555555556,419,72,28,2,2,29,9,3,1.0,1.0,0,419
11855,4,44.0,176,57,28,2,2,29,4,2,1.0,1.0,0,176
11856,12,41.916666666666664,503,60,33,1,1,29,10,3,0.8333333333333334,1.0,0,503
11857,4,61.75,247,82,43,1,1,29,4,1,1.0,1.0,0,247
11858,3,41.333333333333336,124,48,38,1,1,9,3,2,1.0,1.0,0,124
11859,9,48.111111111111114,433,82,20,3,3,9,9,2,1.0,1.0,0,433
11860,2,33.0,66,38,28,2,3,29,2,2,1.0,1.5,0,66
11861,8,38.25,306,60,28,3,3,9,7,2,0.875,1.0,0,306
11862,1,48.0,48,48,48,1,5,44,1,1,1.0,5.0,1,48
11863,1,28.0,28,28,28,1,1,46,1,1,1.0,1.0,0,28
11864,1,33.0,33,33,33,1,1,46,1,1,1.0,1.0,0,33
11865,1,43.0,43,43,43,1,1,46,1,1,1.0,1.0,0,43
11866,3,47.666666666666664,143,52,43,1,1,46,3,3,1.0,1.0,0,143
11867,3,52.666666666666664,158,82,38,1,1,46,3,2,1.0,1.0,0,158
11868,11,47.81818181818182,526,82,23,3,3,29,11,2,1.0,1.0,0,526
11869,1,33.0,33,33,33,1,3,29,1,1,1.0,3.0,0,33
11870,11,44.18181818181818,486,62,28,2,2,29,11,2,1.0,1.0,0,486
11871,2,50.0,100,62,38,1,1,29,2,1,1.0,1.0,0,100
11872,9,51.333333333333336,462,67,38,2,2,29,9,1,1.0,1.0,0,462
11873,2,42.5,85,57,28,2,2,29,2,2,1.0,1.0,0,85
11874,1,33.0,33,33,33,1,1,29,1,1,1.0,1.0,0,33
11875,8,42.625,341,57,28,4,4,29,8,2,1.0,1.0,0,341
11876,1,48.0,48,48,48,1,1,46,1,1,1.0,1.0,0,48
11877,15,41.0,615,57,23,4,4,29,13,3,0.8666666666666667,1.0,0,615
11878,2,50.0,100,57,43,1,1,9,2,2,1.0,1.0,0,100
11879,2,33.0,66,33,33,1,1,29,2,2,1.0,1.0,0,66
11880,25,42.36,1059,57,28,5,5,29,22,3,0.88,1.0,1,1059
11881,1,57.0,57,57,57,1,2,29,1,1,1.0,2.0,0,57
11882,31,46.45161290322581,1440,82,20,3,3,9,16,2,0.5161290322580645,1.0,0,1440
11883,2,50.0,100,62,38,1,1,9,2,1,1.0,1.0,0,100
11884,3,36.0,108,52,23,2,2,29,3,1,1.0,1.0,0,108
11885,5,52.6,263,67,38,1,1,9,5,2,1.0,1.0,0,263
11886,5,36.8,184,52,28,3,3,29,5,4,1.0,1.0,0,184
11887,34,41.55882352941177,1413,67,20,4,4,29,31,4,0.9117647058823529,1.0,0,1413
11888,7,45.57142857142857,319,52,23,1,1,29,6,2,0.8571428571428571,1.0,0,319
11889,4,46.25,185,57,28,2,2,29,4,2,1.0,1.0,0,185
11890,9,38.44444444444444,346,52,28,3,5,29,9,3,1.0,1.6666666666666667,1,346
11891,6,49.166666666666664,295,67,28,2,2,28,6,2,1.0,1.0,0,295
11892,3,54.0,162,67,38,2,2,9,3,1,1.0,1.0,0,162
11894,8,52.5,420,82,28,3,3,9,8,3,1.0,1.0,0,420
11895,12,47.5,570,82,33,2,2,9,10,1,0.8333333333333334,1.0,0,570
11896,1,43.0,43,43,43,1,4,29,1,1,1.0,4.0,0,43
11897,21,48.333333333333336,1015,62,26,3,3,29,14,3,0.6666666666666666,1.0,0,1015
11898,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
11899,3,26.333333333333332,79,33,23,2,2,21,2,2,0.6666666666666666,1.0,0,79
11901,12,38.916666666666664,467,62,23,4,4,29,11,2,0.9166666666666666,1.0,0,467
11902,9,42.77777777777778,385,62,26,2,3,29,7,3,0.7777777777777778,1.5,0,385
11903,14,48.92857142857143,685,67,33,2,2,29,14,2,1.0,1.0,0,685
11904,4,44.0,176,57,28,2,2,29,4,3,1.0,1.0,0,176
11905,4,47.75,191,72,28,1,1,39,4,2,1.0,1.0,0,191
11906,4,45.25,181,62,28,3,5,32,4,2,1.0,1.6666666666666667,1,181
11907,1,62.0,62,62,62,1,3,29,1,1,1.0,3.0,0,62
11908,1,62.0,62,62,62,1,1,29,1,1,1.0,1.0,0,62
11909,7,38.0,266,57,20,3,3,41,7,3,1.0,1.0,0,266
11910,10,42.0,420,62,28,3,4,29,9,3,0.9,1.3333333333333333,0,420
11911,3,45.666666666666664,137,52,33,2,4,24,3,3,1.0,2.0,0,137
11912,2,40.5,81,43,38,2,3,29,2,1,1.0,1.5,0,81
11913,1,62.0,62,62,62,1,1,29,1,1,1.0,1.0,0,62
11914,1,38.0,38,38,38,1,2,29,1,1,1.0,2.0,0,38
11915,3,42.666666666666664,128,52,33,1,1,29,3,2,1.0,1.0,0,128
11916,3,47.666666666666664,143,72,33,2,2,29,3,1,1.0,1.0,0,143
11917,3,38.0,114,48,28,3,3,29,3,2,1.0,1.0,0,114
11918,5,50.0,250,62,28,1,1,9,5,1,1.0,1.0,0,250
11919,10,48.7,487,67,33,3,3,29,10,3,1.0,1.0,0,487
11920,1,62.0,62,62,62,1,1,29,1,1,1.0,1.0,0,62
11921,1,67.0,67,67,67,1,1,24,1,1,1.0,1.0,0,67
11922,2,52.5,105,62,43,1,2,9,2,2,1.0,2.0,0,105
11923,2,50.0,100,52,48,2,4,29,2,2,1.0,2.0,0,100
11924,2,54.5,109,57,52,1,1,29,2,1,1.0,1.0,0,109
11925,8,47.625,381,67,33,2,2,29,8,3,1.0,1.0,0,381
11926,3,42.666666666666664,128,62,33,1,1,29,3,3,1.0,1.0,0,128
11927,2,62.0,124,62,62,1,2,29,1,1,0.5,2.0,0,124
11928,6,43.5,261,52,33,1,1,29,6,3,1.0,1.0,0,261
11929,1,48.0,48,48,48,1,2,29,1,1,1.0,2.0,0,48
11930,3,45.666666666666664,137,52,33,2,2,9,3,2,1.0,1.0,0,137
11931,3,47.333333333333336,142,52,38,1,1,9,2,1,0.6666666666666666,1.0,0,142
11932,10,38.0,380,48,23,1,1,29,10,1,1.0,1.0,0,380
11933,5,44.0,220,48,38,3,5,41,4,2,0.8,1.6666666666666667,1,220
11934,1,48.0,48,48,48,1,1,29,1,1,1.0,1.0,0,48
11935,2,45.0,90,52,38,1,1,29,2,1,1.0,1.0,0,90
11937,3,47.0,141,55,43,3,4,29,3,2,1.0,1.3333333333333333,0,141
11938,2,48.0,96,48,48,2,4,29,2,2,1.0,2.0,0,96
11939,7,48.857142857142854,342,62,28,3,3,29,7,2,1.0,1.0,0,342
11940,1,28.0,28,28,28,1,1,29,1,1,1.0,1.0,0,28
11941,6,45.166666666666664,271,57,38,2,2,29,6,2,1.0,1.0,0,271
11942,2,33.0,66,33,33,1,1,29,2,2,1.0,1.0,0,66
11943,1,28.0,28,28,28,1,3,29,1,1,1.0,3.0,0,28
11944,7,56.57142857142857,396,82,33,2,2,29,7,2,1.0,1.0,0,396
11945,2,23.0,46,23,23,1,1,29,1,1,0.5,1.0,0,46
11946,1,48.0,48,48,48,1,2,34,1,1,1.0,2.0,0,48
11947,4,38.0,152,43,33,2,3,29,4,2,1.0,1.5,0,152
11948,5,35.0,175,38,23,2,2,29,4,3,0.8,1.0,0,175
11949,9,42.22222222222222,380,57,23,3,4,29,8,3,0.8888888888888888,1.3333333333333333,0,380
11950,1,48.0,48,48,48,1,2,29,1,1,1.0,2.0,0,48
11951,5,51.4,257,82,28,1,1,29,5,2,1.0,1.0,0,257
11952,7,35.142857142857146,246,43,28,4,4,29,7,3,1.0,1.0,0,246
11953,3,28.0,84,33,23,1,1,29,3,2,1.0,1.0,0,84
11954,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
11955,5,33.0,165,38,28,2,2,29,5,1,1.0,1.0,0,165
11956,5,51.2,256,57,38,1,1,29,3,1,0.6,1.0,0,256
11957,5,46.0,230,48,38,1,1,29,3,2,0.6,1.0,0,230
11958,6,46.0,276,52,38,1,1,29,6,3,1.0,1.0,0,276
11959,12,51.833333333333336,622,67,28,3,3,29,12,3,1.0,1.0,0,622
11960,1,33.0,33,33,33,1,3,29,1,1,1.0,3.0,0,33
11961,10,40.7,407,67,23,3,4,29,10,2,1.0,1.3333333333333333,0,407
11962,4,35.5,142,48,28,3,4,29,4,1,1.0,1.3333333333333333,0,142
11963,1,38.0,38,38,38,1,2,29,1,1,1.0,2.0,0,38
11964,1,38.0,38,38,38,1,2,29,1,1,1.0,2.0,0,38
11965,4,62.0,248,62,62,2,2,29,3,1,0.75,1.0,0,248
11966,3,47.333333333333336,142,52,38,1,1,29,2,1,0.6666666666666666,1.0,0,142
11967,2,30.5,61,33,28,1,1,29,2,1,1.0,1.0,0,61
11968,1,62.0,62,62,62,1,1,29,1,1,1.0,1.0,0,62
11969,3,36.333333333333336,109,48,23,1,1,29,3,2,1.0,1.0,0,109
11970,5,52.4,262,67,38,2,2,29,5,1,1.0,1.0,0,262
11971,6,53.166666666666664,319,67,38,2,2,29,6,1,1.0,1.0,0,319
11972,2,28.0,56,28,28,2,3,34,2,2,1.0,1.5,0,56
11973,5,39.0,195,43,33,2,2,29,4,2,0.8,1.0,0,195
11974,3,55.666666666666664,167,62,50,3,3,29,3,2,1.0,1.0,0,167
11975,4,61.25,245,82,43,1,1,29,4,2,1.0,1.0,0,245
11976,5,37.0,185,48,28,1,1,29,5,2,1.0,1.0,0,185
11977,1,38.0,38,38,38,1,1,9,1,1,1.0,1.0,0,38
11978,3,39.666666666666664,119,43,33,2,5,29,3,2,1.0,2.5,1,119
11980,1,57.0,57,57,57,1,2,29,1,1,1.0,2.0,0,57
11981,12,43.5,522,62,33,3,3,29,10,4,0.8333333333333334,1.0,0,522
11982,10,34.0,340,43,28,1,1,29,7,2,0.7,1.0,0,340
11983,1,28.0,28,28,28,1,1,29,1,1,1.0,1.0,0,28
11984,3,55.666666666666664,167,67,38,1,1,29,3,1,1.0,1.0,0,167
11985,4,56.0,224,67,38,2,2,29,4,1,1.0,1.0,0,224
11986,2,28.0,56,33,23,1,1,29,2,1,1.0,1.0,0,56
11987,7,53.714285714285715,376,67,38,1,1,29,7,2,1.0,1.0,0,376
11988,2,52.5,105,62,43,1,1,29,2,1,1.0,1.0,0,105
11989,2,47.5,95,57,38,1,1,29,2,2,1.0,1.0,0,95
11990,5,58.2,291,67,48,3,3,29,5,2,1.0,1.0,0,291
11991,1,62.0,62,62,62,1,2,29,1,1,1.0,2.0,0,62
11993,1,43.0,43,43,43,1,1,29,1,1,1.0,1.0,0,43
11994,2,42.5,85,52,33,1,1,29,2,2,1.0,1.0,0,85
11996,1,52.0,52,52,52,1,1,29,1,1,1.0,1.0,0,52
11997,15,44.266666666666666,664,57,28,2,2,29,15,3,1.0,1.0,0,664
11998,2,28.0,56,28,28,2,5,29,2,1,1.0,2.5,1,56
11999,4,57.0,228,62,52,2,2,29,4,1,1.0,1.0,0,228
12000,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
12001,18,43.888888888888886,790,82,28,5,5,29,18,4,1.0,1.0,1,790
12002,19,42.26315789473684,803,62,28,1,1,29,19,4,1.0,1.0,0,803
12003,5,47.6,238,57,33,3,4,29,5,2,1.0,1.3333333333333333,0,238
12004,1,38.0,38,38,38,1,2,29,1,1,1.0,2.0,0,38
12005,1,38.0,38,38,38,1,2,9,1,1,1.0,2.0,0,38
12006,16,44.875,718,62,23,1,1,29,16,4,1.0,1.0,0,718
12007,3,41.333333333333336,124,48,38,2,3,29,3,2,1.0,1.5,0,124
12008,9,39.77777777777778,358,52,18,4,4,29,8,3,0.8888888888888888,1.0,0,358
12009,1,57.0,57,57,57,1,2,46,1,1,1.0,2.0,0,57
12010,1,33.0,33,33,33,1,1,29,1,1,1.0,1.0,0,33
12011,1,48.0,48,48,48,1,1,29,1,1,1.0,1.0,0,48
12012,4,50.0,200,62,38,3,3,29,4,2,1.0,1.0,0,200
12013,3,41.0,123,57,28,2,2,29,3,2,1.0,1.0,0,123
12014,13,50.15384615384615,652,62,23,2,2,29,9,3,0.6923076923076923,1.0,0,652
12015,1,62.0,62,62,62,1,1,29,1,1,1.0,1.0,0,62
12016,10,47.2,472,62,33,2,2,29,7,2,0.7,1.0,0,472
12017,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
12018,2,45.5,91,48,43,1,2,29,2,1,1.0,2.0,0,91
12019,19,39.21052631578947,745,62,23,5,5,29,19,4,1.0,1.0,1,745
12020,1,48.0,48,48,48,1,2,34,1,1,1.0,2.0,0,48
12021,11,37.90909090909091,417,52,28,4,5,29,11,4,1.0,1.25,1,417
12022,7,51.142857142857146,358,67,38,3,3,29,7,3,1.0,1.0,0,358
12023,3,42.666666666666664,128,52,38,2,2,29,3,1,1.0,1.0,0,128
12024,3,42.0,126,62,26,2,3,29,3,3,1.0,1.5,0,126
12025,7,46.857142857142854,328,62,33,2,2,29,7,2,1.0,1.0,0,328
12026,2,35.5,71,43,28,2,3,29,2,2,1.0,1.5,0,71
12027,5,49.2,246,55,43,3,3,29,5,2,1.0,1.0,0,246
12028,5,43.6,218,57,23,1,1,46,5,3,1.0,1.0,0,218
12029,2,45.0,90,52,38,2,2,29,2,2,1.0,1.0,0,90
12030,2,38.0,76,43,33,1,1,46,2,2,1.0,1.0,0,76
12031,4,41.75,167,48,28,1,1,29,4,2,1.0,1.0,0,167
12032,7,44.714285714285715,313,57,38,2,2,29,6,1,0.8571428571428571,1.0,0,313
12033,9,30.77777777777778,277,33,28,3,4,29,8,1,0.8888888888888888,1.3333333333333333,0,277
12034,6,53.333333333333336,320,82,38,2,2,29,6,2,1.0,1.0,0,320
12035,4,53.5,214,62,38,2,2,29,4,1,1.0,1.0,0,214
12036,7,44.714285714285715,313,67,28,3,4,29,7,3,1.0,1.3333333333333333,0,313
12038,4,35.5,142,43,28,1,1,29,4,1,1.0,1.0,0,142
12039,10,47.7,477,62,38,2,2,9,7,2,0.7,1.0,0,477
12040,4,51.5,206,62,48,1,1,44,3,2,0.75,1.0,0,206
12041,7,51.57142857142857,361,67,33,1,1,29,7,2,1.0,1.0,0,361
12042,1,33.0,33,33,33,1,1,29,1,1,1.0,1.0,0,33
12043,10,39.1,391,62,26,4,5,29,10,4,1.0,1.25,1,391
12044,6,40.5,243,43,38,1,1,9,2,1,0.3333333333333333,1.0,0,243
12045,2,40.5,81,48,33,2,2,9,2,2,1.0,1.0,0,81
12046,2,47.5,95,57,38,2,2,29,2,1,1.0,1.0,0,95
12047,9,44.44444444444444,400,52,38,1,1,29,9,3,1.0,1.0,0,400
12048,1,38.0,38,38,38,1,2,29,1,1,1.0,2.0,0,38
12049,4,50.0,200,62,38,3,3,9,4,1,1.0,1.0,0,200
12050,5,51.2,256,82,33,2,2,29,5,1,1.0,1.0,0,256
12051,2,40.5,81,43,38,2,3,29,2,1,1.0,1.5,0,81
12052,4,49.0,196,62,38,3,3,9,4,2,1.0,1.0,0,196
12053,4,46.25,185,62,33,1,1,29,4,2,1.0,1.0,0,185
12054,6,41.833333333333336,251,57,20,3,4,29,6,2,1.0,1.3333333333333333,0,251
12055,2,38.0,76,38,38,1,1,9,1,1,0.5,1.0,0,76
12056,32,40.875,1308,57,23,5,5,29,28,4,0.875,1.0,1,1308
12057,29,47.93103448275862,1390,82,20,4,4,24,21,4,0.7241379310344828,1.0,0,1390
12058,3,44.666666666666664,134,48,43,2,5,29,3,1,1.0,2.5,1,134
12060,1,62.0,62,62,62,1,3,29,1,1,1.0,3.0,0,62
12061,2,52.0,104,52,52,1,1,29,2,1,1.0,1.0,0,104
12062,1,57.0,57,57,57,1,2,29,1,1,1.0,2.0,0,57
12063,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
12064,4,40.5,162,48,38,1,1,41,4,2,1.0,1.0,0,162
12065,14,45.642857142857146,639,72,28,1,1,29,14,3,1.0,1.0,0,639
12066,14,41.42857142857143,580,72,26,3,3,21,11,3,0.7857142857142857,1.0,0,580
12067,2,47.5,95,62,33,1,1,29,2,2,1.0,1.0,0,95
12068,10,47.6,476,62,33,4,5,29,10,4,1.0,1.25,1,476
12069,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
12070,5,43.8,219,52,33,3,3,29,5,2,1.0,1.0,0,219
12071,10,41.3,413,57,26,4,4,29,8,3,0.8,1.0,0,413
12072,10,50.4,504,62,38,2,2,29,9,3,0.9,1.0,0,504
12073,2,40.5,81,48,33,2,5,29,2,1,1.0,2.5,1,81
12074,5,38.0,190,43,28,1,1,29,4,2,0.8,1.0,0,190
12075,2,42.5,85,52,33,1,1,29,2,2,1.0,1.0,0,85
12076,4,52.25,209,57,48,1,1,29,3,2,0.75,1.0,0,209
12079,6,45.833333333333336,275,60,33,1,1,29,6,2,1.0,1.0,0,275
12080,4,47.5,190,57,38,2,2,29,2,1,0.5,1.0,0,190
12081,1,82.0,82,82,82,1,1,29,1,1,1.0,1.0,0,82
12082,7,43.42857142857143,304,62,28,3,5,29,6,2,0.8571428571428571,1.6666666666666667,1,304
12083,1,62.0,62,62,62,1,1,29,1,1,1.0,1.0,0,62
12084,18,38.27777777777778,689,62,28,4,4,29,14,4,0.7777777777777778,1.0,0,689
12085,2,77.0,154,82,72,1,1,29,2,1,1.0,1.0,0,154
12086,4,49.75,199,52,43,2,2,29,4,2,1.0,1.0,0,199
12087,13,45.69230769230769,594,62,28,1,1,29,12,3,0.9230769230769231,1.0,0,594
12088,1,62.0,62,62,62,1,2,29,1,1,1.0,2.0,0,62
12090,2,35.5,71,43,28,2,3,29,2,2,1.0,1.5,0,71
12091,1,82.0,82,82,82,1,1,44,1,1,1.0,1.0,0,82
12092,5,32.0,160,43,28,3,3,29,5,1,1.0,1.0,0,160
12093,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
12094,2,38.0,76,38,38,1,1,29,2,1,1.0,1.0,0,76
12095,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
12096,4,26.5,106,33,20,2,3,29,3,2,0.75,1.5,0,106
12097,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
12098,2,35.5,71,43,28,1,1,29,2,1,1.0,1.0,0,71
12099,2,42.5,85,62,23,1,1,29,2,2,1.0,1.0,0,85
12100,8,41.25,330,62,28,3,3,29,8,1,1.0,1.0,0,330
12101,19,37.10526315789474,705,62,23,3,5,29,16,3,0.8421052631578947,1.6666666666666667,1,705
12102,8,34.75,278,52,28,3,3,29,8,3,1.0,1.0,0,278
12103,1,57.0,57,57,57,1,2,29,1,1,1.0,2.0,0,57
12104,5,48.6,243,62,33,2,3,29,3,1,0.6,1.5,0,243
12105,2,33.0,66,38,28,2,5,29,2,2,1.0,2.5,1,66
12106,4,54.75,219,62,43,1,1,29,4,2,1.0,1.0,0,219
12107,4,46.25,185,57,33,2,2,29,4,1,1.0,1.0,0,185
12108,6,42.0,252,52,28,4,4,29,6,3,1.0,1.0,0,252
12109,9,46.666666666666664,420,65,28,2,2,29,9,2,1.0,1.0,0,420
12110,2,21.5,43,23,20,2,3,29,2,2,1.0,1.5,0,43
12111,4,44.0,176,62,38,2,2,29,4,2,1.0,1.0,0,176
12112,3,39.666666666666664,119,43,38,2,3,29,3,1,1.0,1.5,0,119
12113,5,47.6,238,62,38,1,1,29,5,2,1.0,1.0,0,238
12114,1,28.0,28,28,28,1,1,29,1,1,1.0,1.0,0,28
12115,7,42.714285714285715,299,62,28,3,3,29,7,2,1.0,1.0,0,299
12116,2,45.0,90,57,33,2,4,29,2,1,1.0,2.0,0,90
12117,2,64.5,129,67,62,1,1,29,2,1,1.0,1.0,0,129
12118,1,57.0,57,57,57,1,2,29,1,1,1.0,2.0,0,57
12119,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
12120,3,41.0,123,52,28,3,4,29,3,2,1.0,1.3333333333333333,0,123
12121,2,52.0,104,52,52,1,1,29,2,1,1.0,1.0,0,104
12122,1,33.0,33,33,33,1,4,9,1,1,1.0,4.0,0,33
12123,2,33.0,66,33,33,2,4,29,2,1,1.0,2.0,0,66
12124,2,60.0,120,82,38,1,1,9,2,1,1.0,1.0,0,120
12125,5,48.6,243,67,33,3,3,29,5,2,1.0,1.0,0,243
12126,3,64.0,192,82,48,1,1,46,3,2,1.0,1.0,0,192
12127,7,53.714285714285715,376,67,38,1,2,29,6,1,0.8571428571428571,2.0,0,376
12128,5,37.8,189,52,28,1,1,29,5,2,1.0,1.0,0,189
12129,4,40.5,162,43,38,1,1,29,4,2,1.0,1.0,0,162
12130,1,57.0,57,57,57,1,4,29,1,1,1.0,4.0,0,57
12131,4,34.25,137,38,28,1,4,29,4,1,1.0,4.0,0,137
12132,3,28.0,84,28,28,1,1,29,1,1,0.3333333333333333,1.0,0,84
12133,4,52.25,209,62,33,2,2,9,4,1,1.0,1.0,0,209
12134,8,40.25,322,62,23,2,2,29,7,3,0.875,1.0,0,322
12135,1,48.0,48,48,48,1,1,29,1,1,1.0,1.0,0,48
12136,4,45.0,180,57,33,2,2,29,4,2,1.0,1.0,0,180
12137,2,52.5,105,62,43,1,1,29,2,1,1.0,1.0,0,105
12138,5,28.6,143,38,20,2,3,9,4,2,0.8,1.5,0,143
12139,4,42.75,171,72,28,1,1,9,4,1,1.0,1.0,0,171
12140,2,38.0,76,38,38,2,2,29,2,2,1.0,1.0,0,76
12141,45,45.666666666666664,2055,62,28,3,3,9,35,3,0.7777777777777778,1.0,0,2055
12142,1,57.0,57,57,57,1,2,29,1,1,1.0,2.0,0,57
12143,19,47.1578947368421,896,82,28,2,2,29,17,3,0.8947368421052632,1.0,0,896
12144,11,40.90909090909091,450,57,28,4,4,9,5,2,0.45454545454545453,1.0,0,450
12145,4,38.0,152,43,33,3,4,29,4,2,1.0,1.3333333333333333,0,152
12146,15,41.46666666666667,622,67,28,2,2,29,15,4,1.0,1.0,0,622
12148,11,33.90909090909091,373,48,28,4,4,29,8,2,0.7272727272727273,1.0,0,373
12149,2,54.5,109,57,52,1,1,29,2,1,1.0,1.0,0,109
12150,11,38.72727272727273,426,62,23,2,2,29,9,3,0.8181818181818182,1.0,0,426
12151,1,33.0,33,33,33,1,1,9,1,1,1.0,1.0,0,33
12153,5,56.0,280,57,52,2,2,24,3,1,0.6,1.0,0,280
12154,2,35.5,71,38,33,1,1,29,2,2,1.0,1.0,0,71
12155,1,52.0,52,52,52,1,1,29,1,1,1.0,1.0,0,52
12156,12,35.083333333333336,421,48,23,5,5,29,10,2,0.8333333333333334,1.0,1,421
12157,4,59.5,238,67,52,2,2,29,4,1,1.0,1.0,0,238
12158,1,38.0,38,38,38,1,1,9,1,1,1.0,1.0,0,38
12159,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
12160,5,51.2,256,57,38,2,2,29,5,1,1.0,1.0,0,256
12161,19,45.0,855,62,33,4,4,9,19,3,1.0,1.0,0,855
12162,3,60.333333333333336,181,62,57,2,2,9,2,2,0.6666666666666666,1.0,0,181
12164,1,38.0,38,38,38,1,1,9,1,1,1.0,1.0,0,38
12166,3,47.333333333333336,142,57,28,3,4,29,3,3,1.0,1.3333333333333333,0,142
12167,5,39.8,199,52,33,2,2,29,5,2,1.0,1.0,0,199
12168,4,40.5,162,48,33,2,2,29,4,2,1.0,1.0,0,162
12169,11,41.45454545454545,456,62,28,3,3,29,9,2,0.8181818181818182,1.0,0,456
12170,3,38.0,114,48,23,1,1,29,3,2,1.0,1.0,0,114
